sch_ID,sch_Name,sch_PhoneNo,sch_Email,sch_Address,sch_Code,sch_Year,sch_Status
329,"SEK MEN EHYAK AL-DINIAH KG GAJAH PERAK",,,,1AJ091,,
330,"SEKOLAH MENENGAH MALIM NAWAR",,,,1AK001,,
331,"SEKOLAH MENENGAH MALIM NAWAR PERAK",,,,1AK002,,
332,"CALON PERSENDIRIAN PERSEORANGAN PERAK",,,,2AK002,,
333,"SEK MEN KEB IDRIS SHAH GOPENG PERAK",,,,1AK021,,
334,"SEK MEN KEB IDRIS SHAH GOPENG PERAK",,,,1AK022,,
335,"SEK MEN KEB SERI TEJA GOPENG PERAK",,,,1AK026,,
336,"SMK SERI TEJA GOPENG PERAK (CALON PERSENDIRIAN)",,,,2AK026,,
337,"SEK MEN KEB SRI KAMPAR KAMPAR PERAK",,,,1AK051,,
338,"SEK MEN PEI YUAN PSDN KAMPAR PERAK",,,,2AK051,,
339,"SEK MEN PEI YUAN KAMPAR PERAK",,,,1AK056,,
340,"SEKOLAH MENENGAH PEI YUAN KAMPAR PERAK",,,,1AK057,,
341,"SEK MEN KEB PEI YUAN  KAMPAR (CALON PERSENDIRIAN)",,,,2AK057,,
342,"SEK MEN KEB KAMPAR KAMPAR PERAK",,,,1AK061,,
343,"SEK MEN KEB METHODIST ACS KAMPAR",,,,1AK066,,
344,"SEK MEN KEB METHODIST ACS KAMPAR PERAK",,,,1AK067,,
345,"SEK MEN KEB SULTAN YUSSUF BATU GAJAH PERAK",,,,1AK086,,
346,"SEK MEN KEB SULTAN YUSSUF BATU GAJAH PERAK",,,,1AK087,,
347,"CALON PERSENDIRIAN PERSEORANGAN PERAK",,,,2AK087,,
348,"SMK ST BERNADETTE'S CONVENT BATU GAJAH PERAK",,,,1AK091,,
349,"SMK ST BERNADETTE'S CONVENT BATU GAJAH PERAK",,,,1AK092,,
350,"CALON PERSENDIRIAN PERSEORANGAN PERAK",,,,2AK092,,
351,"SEKOLAH MENENGAH KEBANGSAAN YUK KWAN BATU GAJAH PERAK",,,,1AK096,,
352,"SEKOLAH MENENGAH KEBANGSAAN YUK KWAN BATU GAJAH PERAK",,,,1AK097,,
353,"SEKOLAH MENENGAH KEBANGSAAN BATU GAJAH PERAK",,,,1AK101,,
354,"SEKOLAH MENENGAH KEBANGSAAN BATU GAJAH PERAK",,,,1AK102,,
355,"SMK DATO BENDAHARA CM YUSUF TANJONG TUALANG PERAK",,,,1AK121,,
356,"SMK DATO BENDAHARA CM YUSUF TANJONG TUALANG PERAK",,,,1AK122,,
357,"SEKOLAH MENENGAH KEBANGSAAN TRONOH TRONOH PERAK",,,,1AK141,,
358,"SMK DATO HAMZAH PELABUHAN KLANG SELANGOR",,,,1BA001,,
359,"SMK DATO HAMZAH PELABUHAN KLANG SELANGOR",,,,1BA002,,
360,"SMK METHODIST ACS KLANG SELANGOR",,,,1BA005,,
361,"SMK METHODIST ACS KLANG SELANGOR",,,,1BA006,,
362,"SEK MEN KEB CHUNG HWA KLANG SELANGOR",,,,1BA009,,
363,"SEK MEN KEB CONVENT KLANG SELANGOR",,,,1BA013,,
364,"SEK MEN KEB CONVENT KLANG SELANGOR",,,,1BA014,,
365,"SEKOLAH TINGGI METHODIST KLANG SELANGOR",,,,2BA014,,
366,"SEK MEN KEB TINGGI KLANG SELANGOR",,,,1BA017,,
367,"SEK MEN KEB TINGGI KLANG SELANGOR",,,,1BA018,,
368,"SEKOLAH MENENGAH HAFIZ KLANG SELANGOR",,,,2BA018,,
369,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,3BA018,,
370,"SEKOLAH MENENGAH KWANG HUA KLANG SELANGOR",,,,1BA021,,
371,"SEKOLAH MENENGAH KWANG HUA KLANG SELANGOR",,,,1BA022,,
372,"SEKOLAH MENENGAH KWANG HUA KLANG SELANGOR",,,,1BA023,,
373,"SEK MEN KEB LA SALLE KLANG SELANGOR",,,,1BA025,,
374,"SEK MEN KEB LA SALLE KLANG SELANGOR",,,,1BA026,,
375,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BA026,,
376,"SEK MEN KEB PREMPUAN METHODIST KLANG SELANGOR",,,,1BA029,,
377,"SEK MEN KEB PREMPUAN METHODIST KLANG",,,,1BA030,,
378,"SEK MEN KEB PEREMPUAN BUKIT KUDA KLANG SELANGOR",,,,1BA033,,
379,"SEK MEN KEB PEREMPUAN BUKIT KUDA KLANG SELANGOR",,,,1BA034,,
380,"SEK MEN KEB PEREMPUAN BUKIT KUDA KLANG SELANGOR",,,,1BA035,,
381,"SMK PEREMPUAN RAJA ZARINA PELABUHAN KLANG SELANGOR",,,,1BA037,,
382,"SMK PEREMPUAN RAJA ZARINA PELABUHAN KLANG SELANGOR",,,,1BA038,,
383,"SEK MEN KEB MERU KLANG SELANGOR",,,,1BA041,,
384,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BA041,,
385,"SEK MEN KEB MERU KLANG SELANGOR",,,,1BA042,,
386,"SEK MEN KEB MERU KLANG SELANGOR",,,,1BA043,,
387,"SMK PULAU KETAM PELABUHAN KELANG SELANGOR",,,,1BA045,,
388,"SEK MEN KEB RAJA MAHADI KLANG SELANGOR",,,,1BA049,,
389,"SEK MEN KEB RAJA MAHADI KLANG SELANGOR",,,,1BA050,,
390,"SMK RAJA LUMU PELABUHAN KLANG SELANGOR",,,,1BA053,,
391,"SMK RAJA LUMU PELABUHAN KLANG SELANGOR",,,,1BA054,,
392,"SMK TENGKU AMPUAN RAHIMAH KLANG SELANGOR",,,,1BA057,,
393,"SMK TENGKU AMPUAN RAHIMAH KLANG SELANGOR",,,,1BA058,,
394,"SMK TENGKU AMPUAN JEMAAH PELABUHAN KLANG SELANGOR",,,,1BA061,,
395,"SMK TENGKU AMPUAN JEMAAH PELABUHAN KLANG SELANGOR",,,,1BA062,,
396,"SEK MEN KEB TENGKU IDRIS SHAH KLANG SELANGOR",,,,1BA065,,
397,"SEK MEN KEB TENGKU IDRIS SHAH KLANG SELANGOR",,,,1BA066,,
398,"SEK MEN KEB SULTAN ABDUL SAMAD KLANG SELANGOR",,,,1BA069,,
399,"SEK MEN KEB SULTAN ABDUL SAMAD KLANG SELANGOR",,,,1BA070,,
400,"SEK MEN KEB PULAU LUMUT PULAU INDAH SELANGOR",,,,1BA073,,
401,"SEK MEN KEB SRI ISTANA KLANG SELANGOR",,,,1BA077,,
402,"SEK MEN KEB SRI ISTANA KLANG SELANGOR",,,,1BA078,,
403,"SEK MEN KEB RANTAU PANJANG KLANG SELANGOR",,,,1BA081,,
404,"SEK MEN KEB RANTAU PANJANG KLANG SELANGOR",,,,1BA082,,
405,"SEKOLAH MENENGAH PEREMPUAN KAPAR KLANG SELANGOR",,,,1BA085,,
406,"SEKOLAH MENENGAH PREMPUAN KAPAR KLANG SELANGOR",,,,1BA086,,
407,"SEKOLAH MENENGAH PREMPUAN KAPAR KELANG SELANGOR",,,,1BA087,,
408,"SEK MEN KEB PENDAMARAN JAYA SELANGOR",,,,1BA089,,
409,"SEK MEN KEB PENDAMARAN JAYA KLANG SELANGOR",,,,1BA090,,
410,"SEK MEN KEB PENDAMARAN JAYA SELANGOR",,,,1BA091,,
411,"SEK MEN KEB TELOK GADONG KLANG SELANGOR",,,,1BA093,,
412,"SEK MEN KEB TELOK GADONG KLANG SELANGOR",,,,1BA094,,
413,"SEK MEN KEB JALAN KEBUN KLANG SELANGOR",,,,1BA101,,
414,"SEK MEN KEB SRI ANDALAS KLANG SELANGOR",,,,1BA105,,
415,"SEK MEN KEB SRI ANDALAS KLANG SELANGOR",,,,1BA106,,
416,"SEK MEN KEB KLANG UTAMA KLANG SELANGOR",,,,1BA109,,
417,"SEK MEN KEB KAMPONG JAWA KLANG SELANGOR",,,,1BA113,,
418,"SEK MEN KEB KAMPONG JAWA KLANG SELANGOR",,,,1BA114,,
419,"SAM TINGGI HISAMUDDIN KLANG SELANGOR",,,,1BA600,,
420,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BA600,,
421,"SAM HISAMUDDIN SG BERTIH KLANG SELANGOR",,,,1BA604,,
422,"SEKOLAH MENENGAH PIN HWA KLANG SELANGOR DARUL EHSAN",,,,1BA900,,
423,"SEKOLAH MENENGAH HIN HUA KLANG SELANGOR DARUL EHSAN",,,,1BA904,,
424,"SEKOLAH MENENGAH HIN HUA KLANG SELANGOR DARUL EHSAN",,,,1BA905,,
425,"SEK MEN KWANG HUA PERSENDIRIAN SELANGOR",,,,1BA908,,
426,"SEKOLAH MENENGAH CHUNG HUA PERSENDIRIAN SELANGOR",,,,1BA912,,
427,"SEKOLAH MENENGAH ISLAM HIRA' KELANG SELANGOR",,,,1BA916,,
428,"SMK METHODIST TELOK DATOK BANTING SELANGOR",,,,1BB001,,
429,"SMK METHODIST TELOK DATOK BANTING SELANGOR",,,,1BB002,,
430,"SEK MEN KEB SULTAN ABDUL SAMAD BANTING SELANGOR",,,,1BB005,,
431,"SEK MEN KEB SULTAN ABDUL SAMAD BANTING SELANGOR",,,,1BB006,,
432,"SEK MEN KEB TANJONG SEPAT SELANGOR",,,,1BB009,,
433,"SEK MEN KEB TANJONG SEPAT SELANGOR",,,,1BB010,,
434,"SEK MEN KEB SUNGAI MANGGIS SELANGOR",,,,1BB013,,
435,"SEKOLAH MENENGAH KEBANGSAAN JENJAROM SELANGOR",,,,1BB017,,
436,"SEKOLAH MENENGAH KEBANGSAAN JENJAROM SELANGOR",,,,1BB018,,
437,"SEK MEN KEB JUGRA BANTING SELANGOR",,,,1BB021,,
438,"SEK MEN KEB JUGRA BANTING SELANGOR",,,,1BB022,,
439,"SEK MEN KEB TELOK DATOK BANTING SELANGOR",,,,1BB025,,
440,"SEK MEN KEB TELOK DATOK BANTING SELANGOR",,,,1BB026,,
441,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BB026,,
442,"SEK MEN KEB BATU LAUT TG SEPAT SELANGOR",,,,1BB029,,
443,"SEK MEN KEB TELOK PANGLIMA GARANG SELANGOR",,,,1BB033,,
444,"SEK MEN KEB TELOK PENGLIMA GARANG SELANGOR",,,,1BB034,,
445,"SEK MEN KEB TELOK PANGLIMA GARANG SELANGOR",,,,1BB035,,
446,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BB035,,
447,"SEK MEN KEB BUKIT CHANGGANG BANTING SELANGOR",,,,1BB037,,
448,"SEK MEN KEB PULAU CAREY SELANGOR",,,,1BB041,,
449,"SAMT TENGKU AMPUAN RAHIMAH BANTING SELANGOR",,,,1BB600,,
450,"SAM UNWANUS SAADAH KANCHONG DARAT BANTING SELANGOR",,,,1BB604,,
451,"SEK MEN KEB SULTAN ABDUL AZIZ K. SELANGOR SELANGOR",,,,1BC001,,
452,"SEK MEN KEB SULTAN ABDUL AZIZ K. SELANGOR SELANGOR",,,,1BC002,,
453,"SMK SULTAN SULAIMAN SHAH BTG BERJUNTAI SELANGOR",,,,1BC005,,
454,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BC005,,
455,"SMK SULTAN SULAIMAN SHAH BTG BERJUNTAI SELANGOR",,,,1BC006,,
456,"SEK MEN KEB SERI DESA SELANGOR",,,,1BC009,,
457,"SEK MEN KEB SERI DESA SELANGOR",,,,1BC010,,
458,"SEKOLAH MENENGAH KEBANGSAN SERI TANJONG SELANGOR",,,,1BC013,,
459,"SEKOLAH MENENGAH KEBANGSAAN SERI TANJONG SELANGOR",,,,1BC014,,
460,"SEK MEN KEB DATO HARUN TANJONG KARANG SELANGOR",,,,1BC017,,
461,"SEK MEN KEB RAJA MUDA MUSA SELANGOR",,,,1BC021,,
462,"SEK MEN KEB JERAM KUALA SELANGOR SELANGOR",,,,1BC025,,
463,"SEK MEN KEB JERAM KUALA SELANGOR SELANGOR",,,,1BC026,,
464,"SEK MEN KEB SUNGAI BURONG TANJONG KARANG SELANGOR",,,,1BC029,,
465,"SEK MEN KEB TIRAM JAYA TANJONG KARANG SELANGOR",,,,1BC033,,
466,"SEK MEN KEB RANTAU PANJANG SELANGOR",,,,1BC037,,
467,"SMK PENGKALAN PERMATANG KUALA SELANGOR SELANGOR",,,,1BC041,,
468,"SEK MEN KEB AGAMA KUALA SELANGOR SELANGOR",,,,1BC045,,
469,"SEKOLAH MENENGAH SAINS KUALA SELANGOR SELANGOR",,,,1BC049,,
470,"SEKOLAH AGAMA MENENGAH JERAM JERAM SELANGOR",,,,1BC600,,
471,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BC600,,
472,"SEKOLAH AGAMA MENENGAH SERI DESA SELANGOR",,,,1BC604,,
473,"SEK MEN KEB CONVENT KAJANG SELANGOR",,,,1BD001,,
474,"SEK MEN KEB TINGGI KAJANG SELANGOR",,,,1BD005,,
475,"SEK MEN KEB TINGGI KAJANG SELANGOR",,,,1BD006,,
476,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BD006,,
477,"SEK MEN KEB YU HUA KAJANG SELANGOR",,,,1BD009,,
478,"SEK MEN KEB YU HUA KAJANG SELANGOR",,,,1BD010,,
479,"SEK MEN KEB YU HUA KAJANG SELANGOR",,,,1BD011,,
480,"SEK MEN KEB YU HUA KAJANG SELANGOR",,,,1BD012,,
481,"SEK MEN KEB JALAN BUKIT KAJANG SELANGOR",,,,1BD013,,
482,"SEK MEN KEB JALAN BUKIT KAJANG SELANGOR",,,,1BD014,,
483,"SEK MEN KEB JALAN BUKIT KAJANG SELANGOR",,,,1BD015,,
484,"SEK MEN KEB TAMAN TASIK AMPANG SELANGOR",,,,1BD017,,
485,"SEK MEN KEB TAMAN TASIK AMPANG SELANGOR",,,,1BD018,,
486,"SEK MEN KEB TAMAN TASIK AMPANG SELANGOR",,,,1BD019,,
487,"SEK MEN KEB BANDAR BARU BANGI SELANGOR",,,,1BD021,,
488,"SEK MEN KEB BANDAR BARU BANGI SELANGOR",,,,1BD022,,
489,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BD022,,
490,"SEK MEN SULTAN ABDUL AZIZ SHAH KAJANG SELANGOR",,,,1BD025,,
491,"SEK MEN SULTAN ABDUL AZIZ SHAH KAJANG SELANGOR",,,,1BD026,,
492,"SEK MEN KEB KHIR JOHARI BERANANG SELANGOR",,,,1BD029,,
493,"SEK MEN KEB ABDUL JALIL SELANGOR",,,,1BD033,,
494,"SEK MEN KEB ABDUL JALIL SELANGOR",,,,1BD034,,
495,"SEK MEN KEB ABDUL JALIL SELANGOR",,,,1BD035,,
496,"SEK MEN KEB ENGKU HUSAIN SEMENYIH SELANGOR",,,,1BD037,,
497,"SEK MEN KEB ENGKU HUSAIN SEMENYIH SELANGOR",,,,1BD038,,
498,"SEK MEN KEB ENGKU HUSAIN SEMENYIH SELANGOR",,,,1BD039,,
499,"SEK MEN KEB TAMAN KOSAS AMPANG SELANGOR",,,,1BD041,,
500,"SEK MEN KEB TAMAN KOSAS AMPANG SELANGOR",,,,1BD042,,
501,"SEK MEN KEB TAMAN KOSAS AMPANG SELANGOR",,,,1BD043,,
502,"SEK MEN KEB TAMAN SERAYA AMPANG SELANGOR",,,,1BD045,,
503,"SEK MEN KEB TAMAN SERAYA AMPANG SELANGOR",,,,1BD046,,
504,"SEKOLAH MENENGAH PERIMBUN CHERAS SELANGOR",,,,1BD049,,
505,"SEKOLAH MENENGAH PERIMBUN SELANGOR",,,,1BD050,,
506,"SEKOLAH MENENGAH PERIMBUN SELANGOR",,,,1BD051,,
507,"SEK MEN KEB AGAMA MAAHAD HAMIDIAH KAJANG SELANGOR",,,,1BD053,,
508,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BD053,,
509,"SEKOLAH MENENGAH AGAMA PERSEKUTUAN KAJANG SELANGOR",,,,1BD061,,
510,"SEK MEN KEB TASEK PERMAI SELANGOR",,,,1BD065,,
511,"SEK MEN KEB TASEK PERMAI SELANGOR",,,,1BD066,,
512,"SEK MEN KEB TASEK PERMAI SELANGOR",,,,1BD067,,
513,"SEK MEN KEB PANDAN JAYA AMPANG SELANGOR",,,,1BD069,,
514,"SEK MEN KEB PANDAN JAYA AMPANG SELANGOR",,,,1BD070,,
515,"SEK MEN KEB JALAN REKO KAJANG SELANGOR",,,,1BD073,,
516,"SEK MEN KEB JLN REKO KAJANG SELANGOR",,,,1BD074,,
517,"SEK MEN KEB JALAN TIGA B. BARU BANGI SELANGOR",,,,1BD077,,
518,"SEK MEN KEB JALAN TIGA B. BARU BANGI SELANGOR",,,,1BD078,,
519,"SEK MEN KEB PANDAN INDAH SELANGOR",,,,1BD081,,
520,"SEK MEN KEB PANDAN INDAH SELANGOR",,,,1BD082,,
521,"SEK MEN KEB PANDAN INDAH SELANGOR",,,,1BD083,,
522,"SEK MEN KEB CHERAS PERDANA CHERAS SELANGOR",,,,1BD085,,
523,"SEK MEN KEB CHERAS PERDANA CHERAS SELANGOR",,,,1BD086,,
524,"SEK MEN KEB CHERAS PERDANA CHERAS SELANGOR",,,,1BD087,,
525,"SEK AGAMA MENENGAH HULU LANGAT SELANGOR",,,,1BD600,,
526,"SEK AGAMA MEN SG MERAB LUAR KAJANG SELANGOR",,,,1BD604,,
527,"SEKOLAH KIBLAH BANGI SELANGOR",,,,2BD604,,
528,"SEK MEN SRI MURNI SELANGOR",,,,1BD900,,
529,"SEKOLAH SANG SURIA HULU LANGAT SELANGOR",,,,1BD904,,
530,"SEK MEN KEB SYED MASHOR BATANG KALI SELANGOR",,,,1BE001,,
531,"SEK MEN KEB SYED MASHOR BATANG KALI SELANGOR",,,,1BE002,,
532,"SMK DATO HAJI KAMARUDDIN K KUBU BHARU SELANGOR",,,,1BE005,,
533,"SMK DATO HAJI KAMARUDDIN K KUBU BHARU SELANGOR",,,,1BE006,,
534,"SEK MEN KEB KUALA KUBU BHARU SELANGOR",,,,1BE009,,
535,"SEK MEN KEB K KUBU BHARU SELANGOR",,,,1BE010,,
536,"SEK MEN KEB KAMPUNG SOEHARTO HULU SELANGOR",,,,1BE013,,
537,"SEK MEN KEB SUNGAI CHOH HULU SELANGOR",,,,1BE017,,
538,"SEK MEN KEB SUNGAI CHOH HULU SELANGOR",,,,1BE018,,
539,"SEK MEN KEB KALUMPANG KALUMPANG SELANGOR",,,,1BE021,,
540,"SEK MEN KEB GEDANGSA HULU  SELANGOR",,,,1BE025,,
541,"SAMT KUALA KUBU BHARU KUALA KUBU BHARU SELANGOR",,,,1BE600,,
542,"SEK AGAMA MEN SG SELISEK K KUBU BHARU SELANGOR",,,,1BE604,,
543,"SMK TUNKU ABDUL RAHMAN PUTRA SABAK BERNAM SELANGOR",,,,1BF001,,
544,"SEK MEN KEB SERI BEDENA SABAK BERNAM SELANGOR",,,,1BF005,,
545,"SEK MEN KEB SERI BEDENA SABAK BERNAM SELANGOR",,,,1BF006,,
546,"SEK MEN KEB YOKE KUAN SEKINCHAN SELANGOR",,,,1BF009,,
547,"SEK MEN KEB YOKE KUAN SEKINCHAN SELANGOR",,,,1BF010,,
548,"SEK MEN KEB YOKE KUAN SEKINCHAN SELANGOR",,,,1BF011,,
549,"SEK MEN KEB UNGKU AZIZ SABAK BERNAM SELANGOR",,,,1BF013,,
550,"SEK MEN KEB UNGKU AZIZ SABAK BERNAM SELANGOR",,,,1BF014,,
551,"SEK MEN KEB MUNSHI ABDULLAH SELANGOR",,,,1BF017,,
552,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BF017,,
553,"SEK MEN KEB SUNGAI BESAR SELANGOR",,,,1BF021,,
554,"SEK MEN KEB SUNGAI BESAR SELANGOR",,,,1BF022,,
555,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BF022,,
556,"SEK MEN KEB BAGAN TERAP SABAK BERNAM  SELANGOR",,,,1BF025,,
557,"SEK MEN KEB AGAMA SIMPANG LIMA SABAK BERNAM SELANGOR",,,,1BF029,,
558,"SEK MEN KEB DATO MUSTAFFA SABAK BERNAM SELANGOR",,,,1BF033,,
559,"SAMT SULTAN SALAHUDDIN SABAK BERNAM SELANGOR",,,,1BF600,,
560,"SEKOLAH AGAMA MENENGAH MUHAMMADIAH SELANGOR",,,,1BF604,,
561,"SAM TENGKU AMPUAN JEMAAH SG BESAR SELANGOR",,,,1BF608,,
562,"SEK AGAMA MEN PEKAN PASIR PANJANG SELANGOR",,,,1BF612,,
563,"SEK AGAMA MEN SG HJ DORANI SG BESAR SELANGOR",,,,1BF616,,
564,"SEKOLAH AGAMA MENENGAH PARIT BARU SELANGOR",,,,1BF620,,
565,"SEK AGAMA MEN BAGAN TERAP SUNGAI BESAR SELANGOR",,,,1BF624,,
566,"SEK MEN KEB KEPONG GOMBAK SELANGOR",,,,1BG001,,
567,"SEK MEN KEB KEPONG GOMBAK SELANGOR",,,,1BG002,,
568,"SEK MEN KEB KEPONG GOMBAK SELANGOR",,,,1BG003,,
569,"SEKOLAH MENENGAH HULU KELANG AMPANG SELANGOR",,,,1BG005,,
570,"SEKOLAH MENENGAH HULU KELANG SELANGOR",,,,1BG006,,
571,"PUSAT KEBAJIKAN GOOD SHEPHERD GOMBAK SELANGOR",,,,2BG006,,
572,"SEK MEN KEB SELAYANG BHARU BATU CAVES SELANGOR",,,,1BG009,,
573,"SEK MEN KEB SELAYANG BHARU BATU CAVES SELANGOR",,,,1BG010,,
574,"SEK MEN KEB SELAYANG BHARU BATU CAVES SELANGOR",,,,1BG011,,
575,"SEK MEN KEB SERI GARING RAWANG SELANGOR",,,,1BG013,,
576,"SEK MEN KEB SERI  GARING RAWANG SELANGOR",,,,1BG014,,
577,"SEK MEN KEB SERI GARING RAWANG SELANGOR",,,,1BG015,,
578,"SEK MEN KEB SERI GARING  RAWANG SELANGOR",,,,1BG016,,
579,"SEK MEN KEB TUANKU ABDUL RAHMAN SELANGOR",,,,1BG017,,
580,"SEK MEN KEB GOMBAK SETIA GOMBAK SELANGOR",,,,1BG021,,
581,"SEK MEN KEB GOMBAK SETIA GOMBAK SELANGOR",,,,1BG022,,
582,"SEK MEN KEB GOMBAK SETIA GOMBAK SELANGOR",,,,1BG023,,
583,"SEK MEN KEB TAMAN SELAYANG BATU CAVES SELANGOR",,,,1BG025,,
584,"SEK MEN KEB TAMAN SELAYANG BATU CAVES SELANGOR",,,,1BG026,,
585,"SEK MEN KEB LEMBAH KERAMAT SELANGOR",,,,1BG029,,
586,"SEK MEN KEB LEMBAH KERAMAT SELANGOR",,,,1BG030,,
587,"SEK MEN KEB TAMAN EHSAN KEPONG SELANGOR DARUL EHSAN",,,,1BG033,,
588,"SEK MEN KEB TAMAN EHSAN KEPONG SELANGOR DARUL EHSAN",,,,1BG034,,
589,"SEKOLAH MENENGAH RAWANG RAWANG SELANGOR",,,,1BG037,,
590,"SEKOLAH MENENGAH RAWANG RAWANG SELANGOR",,,,1BG038,,
591,"SEK MEN KEB TAMAN KERAMAT GOMBAK SELANGOR",,,,1BG041,,
592,"SEK MEN KEB TAMAN KERAMAT GOMBAK SELANGOR",,,,1BG042,,
593,"SMK SERI GOMBAK TMN GREENWOOD BT CAVES SELANGOR",,,,1BG045,,
594,"SMK SERI GOMBAK TMN GREENWOOD BT CAVES SELANGOR",,,,1BG046,,
595,"SMK SERI GOMBAK TMN GREENWOOD BT CAVES SELANGOR",,,,1BG047,,
596,"SEKOLAH MENENGAH KEBANGSAAN HILLCREST SELANGOR",,,,1BG049,,
597,"SEKOLAH MENENGAH KEBANGSAAN HILLCREST SELANGOR",,,,1BG050,,
598,"SEK MEN IDEAL HEIGHTS BATU CAVES SELANGOR",,,,1BG053,,
599,"SEK MEN IDEAL HEIGHTS BATU CAVES SELANGOR",,,,1BG054,,
600,"SEK MEN KEB TAMAN MELAWATI SELANGOR",,,,1BG057,,
601,"SEK MEN KEB TAMAN MELAWATI SELANGOR",,,,1BG058,,
602,"SEK MEN KEB TAMAN MELAWATI SELANGOR",,,,1BG059,,
603,"SEK MEN KEB BUKIT GADING SELANGOR",,,,1BG061,,
604,"SEK MEN KEB BUKIT GADING SELANGOR",,,,1BG062,,
605,"SEK MEN KEB BUKIT GADING SELANGOR",,,,1BG063,,
606,"SEK MEN KEB BANDAR BARU SUNGAI BULOH SELANGOR",,,,1BG065,,
607,"SEK MEN KEB BANDAR BARU SUNGAI BULOH SELANGOR",,,,1BG066,,
608,"SEK MEN KEB BANDAR BARU SUNGAI BULOH SELANGOR",,,,1BG067,,
609,"SEK MEN SUNGAI KERTAS BATU CAVES SELANGOR",,,,1BG069,,
610,"SEK MEN SUNGAI KERTAS BATU CAVES SELANGOR",,,,1BG070,,
611,"SEK MEN KEB SELAYANG BARU 2 SELANGOR",,,,1BG073,,
612,"SEK MEN KEB SELAYANG BARU 2 SELANGOR",,,,1BG074,,
613,"SEK MEN KEB SELAYANG BARU 2 SELANGOR",,,,1BG075,,
614,"SEK MEN KEB TAMAN SELAYANG 2  SELAYANG SELANGOR",,,,1BG077,,
615,"SEK MEN KEB TAMAN SELAYANG 2 SELAYANG SELANGOR",,,,1BG078,,
616,"SEKOLAH MENENGAH LEMBAH KERAMAT 2 GOMBAK SELANGOR",,,,1BG081,,
617,"SEKOLAH AGAMA MENENGAH RAWANG RAWANG SELANGOR",,,,1BG600,,
618,"SEKOLAH AGAMA MENENGAH PAYA JARAS SELANGOR",,,,1BG604,,
619,"SEKOLAH MENENGAH ISLAM AL-AMIN GOMBAK SELANGOR",,,,1BG900,,
620,"SEKOLAH SRI INAI KUALA LUMPUR",,,,1BG904,,
621,"SEKOLAH SRI BESTARI BANDAR SRI DAMANSARA KUALA LUMPUR",,,,1BG908,,
622,"SEK MEN KEB ASSUNTA PETALING JAYA SELANGOR",,,,1BH001,,
623,"SEK MEN KEB ASSUNTA PETALING JAYA  SELANGOR",,,,1BH002,,
624,"SEK MEN KEB L BUKIT BINTANG SELANGOR",,,,1BH005,,
625,"SEK MEN KEB KATHOLIK PETALING JAYA SELANGOR",,,,1BH009,,
626,"SEK MEN KEB KATHOLIK PETALING JAYA SELANGOR",,,,1BH010,,
627,"SEK MEN KEB KATHOLIK PETALING JAYA SELANGOR",,,,1BH011,,
628,"SEK MEN KEB LA SALLE PETALING JAYA SELANGOR",,,,1BH013,,
629,"SEK MEN KEB LA SALLE PETALING JAYA SELANGOR",,,,1BH014,,
630,"SEKOLAH MENENGAH KEBANGSAAN P SRI AMAN SELANGOR",,,,1BH017,,
631,"SEKOLAH MENENGAH KEBANGSAAN P SRI AMAN SELANGOR",,,,1BH018,,
632,"SEK MEN KEB TAMAN S E A PETALING JAYA SELANGOR",,,,1BH021,,
633,"SEK MEN KEB TAMAN S E A PETALING JAYA SELANGOR",,,,1BH022,,
634,"SEK MEN KEB TAMAN S E A PETALING JAYA SELANGOR",,,,1BH023,,
635,"SEKOLAH SRI INAI PETALING JAYA SELANGOR",,,,2BH023,,
636,"SEKOLAH MENENGAH SULTAN ABDUL SAMAD SELANGOR",,,,1BH025,,
637,"SEKOLAH MENENGAH SULTAN ABDUL SAMAD SELANGOR",,,,1BH026,,
638,"SEKOLAH MENENGAH SULTAN ABDUL SAMAD SELANGOR",,,,1BH027,,
639,"SEK MEN KEB P TAMAN PETALING SELANGOR",,,,1BH029,,
640,"SEK MEN KEB P TAMAN PETALING SELANGOR",,,,1BH030,,
641,"SEK MEN KEB SERI KEMBANGAN SELANGOR",,,,1BH033,,
642,"SEK MEN KEB SERI KEMBANGAN SELANGOR",,,,1BH034,,
643,"SEK MEN KEB SERI KEMBANGAN SELANGOR",,,,1BH035,,
644,"SEK MEN KEB SERI KEMBANGAN SELANGOR",,,,1BH036,,
645,"SEK MEN KEB PUCHONG BT 14 PUCHONG SELANGOR",,,,1BH037,,
646,"SEK MEN KEB PUCHONG BT 14 PUCHONG SELANGOR",,,,1BH038,,
