sch_ID,sch_Name,sch_PhoneNo,sch_Email,sch_Address,sch_Code,sch_Year,sch_Status
647,"SEK MEN KEB SEAPORT PETALING JAYA SELANGOR",,,,1BH041,,
648,"SEK MEN KEB SEAPORT PETALING JAYA SELANGOR",,,,1BH042,,
649,"SEK MEN KEB SEAPORT PETALING JAYA SELANGOR",,,,1BH043,,
650,"SMK SULTAN SALAHUDDIN ABDUL AZIZ SHAH SELANGOR",,,,1BH045,,
651,"SMK SULTAN SALAHUDDIN ABDUL AZIZ SHAH SELANGOR",,,,1BH046,,
652,"SEK MEN KEB SUBANG JAYA SELANGOR",,,,1BH049,,
653,"SEK MEN KEB SUBANG JAYA SELANGOR",,,,1BH050,,
654,"SEK MEN KEB SUBANG JAYA SELANGOR",,,,1BH051,,
655,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BH051,,
656,"SEK MEN KEB SERI SERDANG SERDANG SELANGOR",,,,1BH053,,
657,"SEK MEN KEB SERI SERDANG SERDANG SELANGOR",,,,1BH054,,
658,"SEK MEN KEB SERI SERDANG SERDANG SELANGOR",,,,1BH055,,
659,"SEK MEN KEB TAMAN DATO' HARUN SELANGOR",,,,1BH057,,
660,"SEK MEN KEB TAMAN DATO' HARUN SELANGOR",,,,1BH058,,
661,"SEK MEN KEB DAMANSARA JAYA SELANGOR",,,,1BH061,,
662,"SEK MEN KEB DAMANSARA JAYA SELANGOR",,,,1BH062,,
663,"SEK MEN KEB DAMANSARA JAYA SELANGOR",,,,1BH063,,
664,"SEKOLAH MENENGAH BATU LAPAN PUCHONG SELANGOR",,,,1BH065,,
665,"SEK MEN KEB SEKSYEN 16 SHAH ALAM SELANGOR",,,,1BH069,,
666,"SEK MEN KEB SEKSYEN 16 SHAH ALAM SELANGOR",,,,1BH070,,
667,"SEK MEN KEB DAMANSARA UTAMA SELANGOR",,,,1BH073,,
668,"SEK MEN KEB DAMANSARA UTAMA  SELANGOR",,,,1BH074,,
669,"SEK MEN KEB DAMANSARA UTAMA SELANGOR",,,,1BH075,,
670,"SEK MEN KEB TAMAN MEDAN SELANGOR",,,,1BH077,,
671,"SEK MEN KEB TAMAN MEDAN SELANGOR",,,,1BH078,,
672,"SEKOLAH MENENGAH KEBANGSAAN SUBANG UTAMA SELANGOR",,,,1BH081,,
673,"SEKOLAH MENENGAH KEBANGSAAN SUBANG UTAMA SELANGOR",,,,1BH082,,
674,"SEKOLAH MENENGAH KEBANGSAAN KELANA JAYA SELANGOR",,,,1BH085,,
675,"SEKOLAH MENENGAH KEBANGSAAN KELANA JAYA SELANGOR",,,,1BH086,,
676,"SEKOLAH KANAK-KANAK PEKAK SELANGOR",,,,2BH086,,
677,"SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 11 SELANGOR",,,,1BH089,,
678,"SEK MEN KEB SEKSYEN 18 SHAH ALAM SELANGOR",,,,1BH093,,
679,"SEK MEN KEB SEKSYEN 18 SHAH ALAM SELANGOR",,,,1BH094,,
680,"SEKOLAH MENENGAH KEBANGSAAN SEAFIELD SELANGOR",,,,1BH097,,
681,"SEKOLAH MENENGAH KEBANGSAAN SEAFIELD SELANGOR",,,,1BH098,,
682,"SEKOLAH MENENGAH KEBANGSAAN SEAFIELD SELANGOR",,,,1BH099,,
683,"SEK MEN KEB SEK 19 SHAH ALAM SELANGOR",,,,1BH101,,
684,"SEK MEN KEB SEK 19 SHAH ALAM SELANGOR",,,,1BH102,,
685,"SMK ALAM MEGAH SEKSYEN 27 SHAH ALAM SELANGOR",,,,1BH105,,
686,"SMK ALAM MEGAH SEKSYEN 27 SHAH ALAM SELANGOR",,,,1BH106,,
687,"SEK MEN KEB TAMAN SRI MUDA SHAH ALAM SELANGOR",,,,1BH109,,
688,"SEK MEN KEB SRI MUDA SHAH ALAM SELANGOR",,,,1BH110,,
689,"SEK MEN KEB SEKSYEN 24 SHAH ALAM SELANGOR",,,,1BH117,,
690,"SEK MEN KEB SEKSYEN 24 SHAH ALAM SELANGOR",,,,1BH118,,
691,"SEK MEN KEB SEKSYEN 24 SHAH ALAM SELANGOR",,,,1BH119,,
692,"SEKOLAH MENENGAH KEBANGSAAN SRI UTAMA SELANGOR",,,,1BH121,,
693,"SEKOLAH MENENGAH KEBANGSAAN SRI UTAMA SELANGOR",,,,1BH122,,
694,"SEKOLAH MENENGAH SS 17 SUBANG JAYA SELANGOR",,,,1BH125,,
695,"SEKOLAH MENENGAH SS 17 SUBANG JAYA SELANGOR",,,,1BH126,,
696,"SEK MEN KEB BANDAR SUNWAY SELANGOR",,,,1BH129,,
697,"SEK MEN KEB BANDAR SUNWAY SELANGOR",,,,1BH130,,
698,"SEKOLAH MENENGAH KEBANGSAAN SERI INDAH SELANGOR",,,,1BH133,,
699,"SEK MEN KEB PUCHONG PERDANA PUCHONG SELANGOR",,,,1BH137,,
700,"CALON PERSENDIRIAN PERSEORANGAN SELANGOR",,,,2BH137,,
701,"SEK MEN KEB PUCHONG PERDANA  PUCHONG SELANGOR",,,,1BH138,,
702,"SEK MEN SRI KUALA LUMPUR SUBANG JAYA SELANGOR",,,,1BH900,,
703,"SEK MEN KEB SUNGAI PELEK SEPANG SELANGOR",,,,1BJ001,,
704,"SEK MEN KEB SUNGAI PELEK SEPANG SELANGOR",,,,1BJ002,,
705,"SEK MEN KEB SUNGAI PELEK SEPANG SELANGOR",,,,1BJ003,,
706,"SEKOLAH MENENGAH KEBANGSAAN DENGKIL SELANGOR",,,,1BJ005,,
707,"SEKOLAH MENENGAH KEBANGSAAN DENGKIL SELANGOR",,,,1BJ006,,
708,"SEK MEN KEB SUNGAI RAWANG RAWANG SELANGOR",,,,1BJ009,,
709,"SEK MEN KEB SERI SEPANG SEPANG SELANGOR",,,,1BJ013,,
710,"SEK MEN KEB CHEMOMOI BENTONG PAHANG",,,,1CB001,,
711,"SEKOLAH MENENGAH KEBANGSAAN KARAK KARAK PAHANG",,,,1CB002,,
712,"SEKOLAH MENENGAH KEBANGSAAN KARAK KARAK PAHANG",,,,1CB003,,
713,"SEK MEN KEB TELEMONG BENTONG PAHANG",,,,1CB004,,
714,"SEK MEN SERI PELANGAI BENTONG PAHANG",,,,1CB005,,
715,"SEKOLAH MENENGAH KEBANGSAAN SULAIMAN BENTONG PAHANG",,,,1CB006,,
716,"SMK SULAIMAN BENTONG (CALON PERSENDIRIAN)",,,,2CB006,,
717,"SEKOLAH MENENGAH KEBANGSAAN BENTONG BENTONG PAHANG",,,,1CB007,,
718,"SEKOLAH MENENGAH KHAI MUN BENTONG PAHANG",,,,1CB008,,
719,"SEKOLAH MENENGAH KEBANGSAAN KETARI BENTONG PAHANG",,,,1CB009,,
720,"SMK KETAR BENTONG (CALON PERSENDIRIAN)",,,,2CB009,,
721,"SEK MEN KEB KATHOLIK BENTONG PAHANG DM",,,,1CB010,,
722,"SMK KHOTOLIK  BENTONG (CALON PERSENDIRIAN)",,,,2CB010,,
723,"SEKOLAH MENENGAH LURAH BILUT BENTONG PAHANG",,,,1CB011,,
724,"SEK MEN AGAMA AL-ARABIYAH LURAH BILUT BENTONG PAHANG",,,,2CB011,,
725,"SMK LURAH BILUT BENTONG (CALON PERSENDIRIAN)",,,,3CB011,,
726,"SEK MEN KEB KAMPUNG SERTIK BENTONG PAHANG",,,,1CB012,,
727,"SEKOLAH MENENGAH AGAMA PELANGAI BENTONG PAHANG",,,,1CB013,,
728,"SEKOLAH MENENGAH KHAI MUN BENTONG PAHANG",,,,1CB014,,
729,"SM KHAI MUN BENTONG (CALON PERSENDIRIAN)",,,,2CB014,,
730,"SEK MEN KEB ABU BAKAR TEMERLOH PAHANG",,,,1CD001,,
731,"SEKOLAH MENENGAH ABU BAKAR TEMERLOH",,,,2CD001,,
732,"SEK MEN KEB ABU BAKAR TEMERLOH PAHANG",,,,1CD002,,
733,"SEK MEN KEB SERI BAHAGIA TEMERLOH PAHANG",,,,1CD003,,
734,"SMK SERI BAHAGIA TEMERLOH (CALON PERSENDIRIAN)",,,,2CD003,,
735,"SEK MEN KEB TEMERLOH TEMERLOH PAHANG",,,,1CD004,,
736,"SEK MEN KEB SEBERANG TEMERLOH TEMERLOH PAHANG",,,,1CD006,,
737,"SMK SEBERANG TEMERLOH (CALON PERSENDIRIAN)",,,,2CD006,,
738,"SEKOLAH MENENGAH KEBANGSAAN KERDAU TEMERLOH PAHANG",,,,1CD007,,
739,"SEK MEN KEB KUALA KRAU KUALA KRAU PAHANG",,,,1CD008,,
740,"SEK MEN KEB MENTAKAB MENTAKAB PAHANG",,,,1CD009,,
741,"SEK MEN KEB MENTAKAB MENTAKAB PAHANG",,,,1CD010,,
742,"SEKOLAH MENENGAH MENTAKAB",,,,2CD010,,
743,"SEK MEN HWA LIAN MENTAKAB PAHANG",,,,1CD011,,
744,"SEKOLAH MENENGAH HWA LIAN MENTAKAB",,,,2CD011,,
745,"SEK MEN KEB DATUK BAHAMAN LANCHANG PAHANG",,,,1CD012,,
746,"SMK DATUK BAHAMAN TEMERLOH (CALON PERSENDIRIAN)",,,,2CD012,,
747,"SEK MEN KEB DATUK BAHAMAN LANCHANG PAHANG",,,,1CD013,,
748,"SMK DATO BAHAMAN TEMERLOH (CALON PERSENDIRIAN)",,,,2CD013,,
749,"SEKOLAH MENENGAH AGAMA AL-WOSTO TEMERLOH PAHANG",,,,1CD014,,
750,"SEKOLAH MENENGAH AGAMA AL-KHAIRIAH TEMERLOH PAHANG",,,,1CD015,,
751,"SMA AL-ITTIFAQIYYAH GUAI TEMERLOH PAHANG",,,,1CD016,,
752,"SEK MEN AGAMA DARUN NAIM KUALA KRAU PAHANG",,,,1CD017,,
753,"SEK MEN AGAMA SAADAH AL-ADDARAINI TEMERLOH PAHANG",,,,1CD018,,
754,"SEKOLAH MENENGAH KEBANGSAAN KUALA KRAU PAHANG",,,,1CD019,,
755,"SEK MEN HWA LIAN MENTAKAB PAHANG",,,,1CD020,,
756,"SM HWA LIAN MENTAKAB (CALON PERSENDIRIAN)",,,,2CD020,,
757,"SEK MEN KEB DATUK BAHAMAN LANCHANG PAHANG",,,,1CD021,,
758,"SEK MEN KEB MENGKARAK MENGKARAK PAHANG",,,,1CE001,,
759,"SEK MEN KEB BERA BANDAR 32 TEMERLOH PAHANG",,,,1CE002,,
760,"SEK MEN KEB BERA BANDAR 32 TEMERLOH PAHANG",,,,1CE003,,
761,"SEKOLAH MENENGAH BERA BERA  PAHANG",,,,2CE003,,
762,"SEKOLAH MENENGAH KEBANGSAAN PURUN TRIANG PAHANG",,,,1CE004,,
763,"SMK PURUN TRIANG (CALON PERSENDIRIAN)",,,,2CE004,,
764,"SEKOLAH MENENGAH KEBANGSAAN PURUN TRIANG PAHANG",,,,1CE005,,
765,"SEKOLAH MENENGAH TRIANG TRIANG PAHANG",,,,1CE006,,
766,"SEKOLAH MENENGAH TRIANG TRIANG PAHANG",,,,1CE007,,
767,"SEKOLAH MENENGAH TRIANG TRIANG PAHANG",,,,2CE007,,
768,"SEKOLAH MENENGAH BUKIT MENDI TRIANG PAHANG",,,,1CE008,,
769,"SEKOLAH MENENGAH KEBANGSAAN KEMAYAN TEMERLOH PAHANG",,,,1CE009,,
770,"SEKOLAH MENENGAH KEMAYAN TRIANG PAHANG",,,,2CE009,,
771,"SEK MEN KEB BANDAR KERAYONG TRIANG PAHANG",,,,1CE010,,
772,"SMK SULTAN AHMAD SHAH CAMERON HIGLANDPAHANG",,,,1CH001,,
773,"SEK MEN KEB KAMPUNG RAJA CAMERON HIGHLAND PAHANG",,,,1CH002,,
774,"SMK SULTAN AHMAD SHAH CAMERON HIGHLOND PAHANG",,,,1CH003,,
775,"SEK MEN KEB JERANTUT JERANTUT PAHANG",,,,1CJ001,,
776,"SEK MEN KEB PADANG SAUJANA JERANTUT PAHANG",,,,1CJ002,,
777,"SEK MEN KEB KUALA TEMBELING JERANTUT PAHANG",,,,1CJ003,,
778,"SEKOLAH MENENGAH PULAU TAWAR JERANTUT PAHANG",,,,1CJ004,,
779,"SEK MEN KEB PADANG PIOL JERANTUT PAHANG",,,,1CJ005,,
780,"SEK MEN KEB DAMAK JERANTUT PAHANG",,,,1CJ006,,
781,"SMKA TENGKU AMPUAN HAJJAH AFZAN JERANTUT PAHANG",,,,1CJ007,,
782,"SEK MEN KEB TEMIN JERANTUT PAHANG",,,,1CJ008,,
783,"SM TEMIN  JERANTUT (CALON PERSENDIRIAN)",,,,2CJ008,,
784,"SEKOLAH MENENGAH AGAMA PULAU TAWAR JERANTUT PAHANG DM",,,,1CJ009,,
785,"SEK MEN AGAMA AN-NIZOMIAH AL-ISLAMIAH PAHANG",,,,2CJ009,,
786,"SEK MEN AGAMA AL-BASRIAH KUALA TEMBELING PAHANG",,,,1CJ010,,
787,"SEK MEN KEB JERANTUT JERANTUT PAHANG",,,,1CJ011,,
788,"SEKOLAH MENENGAH JERANTUT JERANTUT PAHANG",,,,2CJ011,,
789,"SEKOLAH MENENGAH KOTA GELANGGI 2 JERANTUT PAHANG",,,,1CJ012,,
790,"SEK MEN AGAMA MAJLIS KG ULU CHEKA JERANTUT PAHANG",,,,1CJ013,,
791,"SEK MEN KEB ST THOMAS KUANTAN PAHANG",,,,1CK001,,
792,"SMK ST THOMAS KUANTAN (CALON PERSENDIRIAN)",,,,2CK001,,
793,"SEK MEN KEB PEREMPUAN METHODIST KUANTAN PAHANG",,,,1CK002,,
794,"SEK MEN KEB AIR PUTIH KUANTAN PAHANG",,,,1CK003,,
795,"SEK MEN KEB AIR PUTIH KUANTAN PAHANG",,,,1CK004,,
796,"SEK MEN TANAH PUTIH KUANTAN PAHANG",,,,1CK005,,
797,"SEK MEN TANAH PUTIH KUANTAN PAHANG",,,,1CK006,,
798,"SMK SULTAN ABU BAKAR KUANTAN PAHANG",,,,1CK007,,
799,"SMK SULTAN ABU BAKAR KUANTAN PAHANG",,,,1CK008,,
800,"SEK MEN KEB TENGKU AFZAN KUANTAN PAHANG",,,,1CK009,,
801,"SEK MEN KEB ALOR AKAR KUANTAN PAHANG",,,,1CK010,,
802,"SEKOLAH MENENGAH KEBANGSAAN ALOR AKAR KUANTAN",,,,1CK011,,
803,"SEKOLAH MENENGAH KEBANGSAAN BESERAH BESERAH PAHANG",,,,1CK012,,
804,"SEKOLAH MENENGAH KEBANGSAAN BESERAH BESERAH PAHANG",,,,1CK013,,
805,"SEK MEN KEB ABDUL RAHMAN TALIB KUANTANPAHANG",,,,1CK014,,
806,"SEK MEN PANCHING SELATAN  KUANTAN PAHANG",,,,1CK015,,
807,"SEK MEN KEB SERI MAHKOTA KUANTAN PAHANG",,,,1CK016,,
808,"SEK MEN KEB SERI MAHKOTA KUANTAN PAHANG",,,,1CK017,,
809,"SEK MEN TANJUNG LUMPUR KUANTAN PAHANG",,,,1CK018,,
810,"SEK MEN KEB PAYA BESAR KUANTAN PAHANG",,,,1CK019,,
811,"SML PAYA BESAR KUANTAN (CALON PERSENDIRIAN)",,,,2CK019,,
812,"SEK MEN KEB PAYA BESAR KUANTAN PAHANG",,,,1CK020,,
813,"SEK MEN KEB BUKIT GOH KUANTAN PAHANG",,,,1CK021,,
814,"SMK BUKIT GOH KUANTAN (CALON PERSENDIRIAN)",,,,2CK021,,
815,"SEK MEN KEB BUKIT GOH KUANTAN PAHANG",,,,1CK022,,
816,"SMK SUNGAI LEMBING SUNGAI LEMBING KUANTAN PAHANG",,,,1CK023,,
817,"SMK TG PANGLIMA PERANG TG MUHAMMAD KUANTAN PAHANG",,,,1CK024,,
818,"SMK TG PANGLIMA PERANG TG MUHAMMAD KUATAN PAHANG",,,,1CK025,,
819,"SM SAINS SULTAN HAJI AHMAD SHAH KUANTAN PAHANG",,,,1CK026,,
820,"SEK MEN KEB LEPAR HILIR GAMBANG PAHANG",,,,1CK027,,
821,"SEK MEN KEB LEPAR UTARA BANDAR JENGKA PAHANG",,,,1CK028,,
822,"SEKOLAH MENENGAH PENDIDIKAN KHAS KUANTAN PAHANG",,,,1CK029,,
823,"SEKOLAH MENENGAH AGAMA AL-IHSAN KUANTAN PAHANG",,,,1CK030,,
824,"SEKOLAH MENENGAH ISLAM AL-IRSYAD KUANTAN PAHANG",,,,1CK032,,
825,"SEK MEN AGAMA AL IRSYAD KUANTAN PAHANG",,,,2CK032,,
826,"SEK MEN KEB TENGKU AFZAN KUANTAN PAHANG",,,,1CK034,,
827,"SEKOLAH MENENGAH TANAH PUTIH KUANTAN PAHANG",,,,1CK035,,
828,"SEKOLAH MENENGAH TANAH PUTIH KUANTAN PAHANG",,,,2CK035,,
829,"SMK TG PANGLIMA PERANG TG MUHAMMAD KUANTAN PAHANG",,,,1CK036,,
830,"SEK MEN KEB PAYA BESAR KUANTAN PAHANG",,,,1CK037,,
831,"SEKOLAH MENENGAH PAYA BESAR KUANTAN PAHANG",,,,2CK037,,
832,"PONDOK AN NUUR KUANTAN PAHANG",,,,1CK038,,
833,"SEK MEN KEB LEPAR HILIR GAMBANG PAHANG",,,,1CK039,,
834,"SEKOLAH MENENGAH LEPAR HILIR GAMBANG PAHANG",,,,2CK039,,
835,"SEK MEN KEB SUNGAI KOYAN RAUB PAHANG",,,,1CL001,,
836,"SEK MEN KEB CLIFFORD KUALA LIPIS PAHANG",,,,1CL002,,
837,"SEK MEN KEB ORANG KAYA HAJI KUALA LIPIS PAHANG",,,,1CL003,,
838,"SMK ORANG KAYA HAJI K LIPIS (CALON PERSENDIRIAN)",,,,2CL003,,
839,"SEKOLAH MENENGAH SETIA WANGSA KUALA LIPIS PAHANG",,,,1CL004,,
840,"SEKOLAH MENENGAH CHUNG HWA KUALA LIPIS PAHANG",,,,1CL005,,
841,"SEKOLAH MENENGAH PADANG TENGKU PAHANG",,,,1CL006,,
842,"SEK MEN KEB BENTA KUALA LIPIS PAHANG",,,,1CL007,,
843,"SMK PANGLIMA GARANG ABDUL SAMAD BENTA PAHANG",,,,1CL008,,
844,"SMA AL-MAIDAH ADDINIAH PADANG TENGKU PAHANG",,,,1CL009,,
845,"SMA AL TAUFIKIAH AL ASRIAH BENTA PAHANG",,,,1CL010,,
846,"SMA IJTIMAIAH ISLAMIAH CHAT BENTA PAHANG",,,,1CL011,,
847,"SEKOLAH MENENGAH KEBANGSAAN MERAPOH KUALA LIPIS PAHANG",,,,1CL012,,
848,"SEKOLAH MENENGAH KEBANGSAAN MARAN PAHANG",,,,1CM001,,
849,"SEKOLAH MENENGAH JENGKA 6 BANDAR JENGKA PAHANG",,,,1CM003,,
850,"SEKOLAH MENENGAH JENGKA 6 BANDAR JENGKA PAHANG",,,,1CM004,,
851,"SEK MEN KEB JENGKA 2 BANDAR JENGKA PAHANG",,,,1CM005,,
852,"SEK MEN KEB JENGKA 2 BANDAR JENGKA PAHANG",,,,1CM006,,
853,"SMK JENGKA 2 JENGKA (CALON PERSENDIRIAN)",,,,2CM006,,
854,"SEK MEN KEB JENGKA PUSAT PAHANG",,,,1CM007,,
855,"SEK MEN KEB JENGKA PUSAT PAHANG",,,,1CM008,,
856,"SEK MEN KEB JENGKA 10 BANDAR PUSAT JENGKA PAHANG",,,,1CM009,,
857,"SEK MEN KEB JENGKA 21 BANDAR JENGKA PAHANG",,,,1CM011,,
858,"SEK MEN KEB LKTP JENGKA 21 PAHANG",,,,1CM012,,
859,"SEKOLAH MENENGAH JENGKA 18 TEMERLOH PAHANG",,,,1CM013,,
860,"SEK MEN KEB TENGKU AMPUAN AFZAN CHENOR PAHANG",,,,1CM015,,
861,"SEK MEN KEB KAMPUNG AWAH LKTP MARAN PAHANG",,,,1CM016,,
862,"SEK MEN KEB JENGKA PUSAT 2 PAHANG",,,,1CM017,,
863,"SEK MEN KEB JENGKA PUSAT 2 PAHANG",,,,1CM018,,
864,"SEKOLAH MENENGAH KEBANGSAAN SERI JENGKA PAHANG",,,,1CM019,,
865,"SEKOLAH MENENGAH KEBANGSAAN MARAN 2 PAHANG",,,,1CM020,,
866,"SEKOLAH MENENGAH AGAMA MARAN PAHANG DARUL MAKMUR",,,,1CM021,,
867,"SEKOLAH MENENGAH AGAMA JENGKA PUSAT PAHANG",,,,1CM022,,
868,"SEKOLAH MENENGAH AGAMA JENGKA PUSAT PAHANG",,,,2CM022,,
869,"SEKOLAH MENENGAH AGAMA CHENOR PAHANG DM",,,,1CM023,,
870,"PUSAT PENGAJIAN AL MARKAZ AL ISLAMI PAHANG",,,,1CM024,,
871,"SEKOLAH MENENGAH KEBANGSAAN MUADZAM SHAH PAHANG",,,,1CN001,,
872,"SEK MEN KEB KERATONG BANDAR TUN A.RAZAK PAHANG",,,,1CN003,,
873,"SM KERATONG  BDR TUN RAZAK (CALON PERSENDIRIAN)",,,,2CN003,,
874,"SEK MEN KEB KERATONG BANDAR TUN A.RAZAK PAHANG",,,,1CN004,,
875,"SMK KERATONG BANDAR TUN RAZAK (CALON PERSENDIRIAN)",,,,2CN004,,
876,"SEKOLAH MENENGAH ROMPIN KUALA ROMPIN PAHANG",,,,1CN005,,
877,"SEKOLAH MENENGAH ROMPIN KUALA ROMPIN PAHANG",,,,1CN006,,
878,"SEKOLAH MENENGAH TANJUNG GEMOK KUALA ROMPIN PAHANG",,,,1CN007,,
879,"SEKOLAH MENENGAH KEBANGSAAN PERWIRA JAYA PAHANG",,,,1CN008,,
880,"SEKOLAH MENENGAH KEBANGSAAN PERANTAU DAMAI PAHANG",,,,1CN009,,
881,"SEKOLAH MENENGAH AGAMA BUKIT IBAM PAHANG",,,,1CN010,,
882,"SEKOLAH MENENGAH AGAMA ROMPIN PAHANG DARULMAKMUR",,,,1CN011,,
883,"SEKOLAH MENENGAH AGAMA AL-HASANAH PAHANG",,,,1CN012,,
884,"SEK MEN KEB KERATONG BANDAR TUN A.RAZAK PAHANG",,,,1CN013,,
885,"SEK MEN KERATONG BDR TUN RAZAK PAHANG",,,,2CN013,,
886,"SEK MEN KEB PERANTAU DAMAI BANDAR TUN A.RAZAK PAHANG",,,,1CN014,,
887,"MAKTAB RENDAH SAINS MARA MUADZAM SHAH PAHANG",,,,1CN015,,
888,"SEKOLAH MENENGAH TEKEK PAHANG",,,,1CN016,,
889,"SEK MEN KEB AGAMA PAHANG MUADZAM SHAH PAHANG",,,,1CN017,,
890,"SEKOLAH MENENGAH KEBANGSAAN PERWIRA JAYA PAHANG",,,,1CN018,,
891,"SEKOLAH MENENGAH KEBANGSAAN AHMAD PEKAN PAHANG",,,,1CP001,,
892,"SMK AHMAD PEKAN (CALON PERSENDIRIAN)",,,,2CP001,,
893,"SEK MEN KEB DATO'MAHMUD MAT PEKAN PAHANG",,,,1CP002,,
894,"SEK MEN KEB DATO' MAHMUD MAT PEKAN PAHANG",,,,1CP003,,
895,"SEK MEN KEB TENGKU ABDULLAH PEKAN PAHANG",,,,1CP004,,
896,"SEKOLAH MENENGAH PALOH HINAI PEKAN PAHANG",,,,1CP005,,
897,"SMK PALOH HINAI PEKAN (CALON PERSENDIRIAN)",,,,2CP005,,
898,"SEKOLAH MENENGAH KEBANGSAAN CHINI PEKAN PAHANG",,,,1CP006,,
899,"SEKOLAH MENENGAH KEBANGSAAN CHINI PEKAN PAHANG",,,,1CP007,,
900,"SEKOLAH MENENGAH KEBANGSAAN NENASI PEKAN PAHANG",,,,1CP008,,
901,"SEKOLAH SAINS SULTAN HAJI AHMAD SHAH PEKAN PAHANG",,,,1CP009,,
902,"SEK MEN AGAMA TENGKU AMPUAN FATIMAH PEKAN PAHANG",,,,1CP010,,
903,"SEKOLAH MENENGAH AGAMA AL ATTAS PEKAN PAHANG",,,,1CP011,,
904,"SEK MEN AGAMA DARUL MAKMUR PEKAN PAHANG",,,,1CP012,,
905,"SEK MEN AGAMA MAAHAD AL-WIHDAH CHINI PAHANG",,,,1CP013,,
906,"SEKOLAH MENENGAH KEBANGSAAN CHINI",,,,1CP014,,
907,"SEK MEN KEB TENGKU ABDULLAH PEKAN PAHANG",,,,1CP015,,
908,"SEKOLAH MENENGAH TENGKU ABDULLAH PEKAN PAHANG",,,,2CP015,,
909,"SEKOLAH MENENGAH KEBANGSAAN CHINI TIMUR PAHANG",,,,1CP016,,
910,"SEKOLAH MENENGAH KEBANGSAAN MAHMUD RAUB PAHANG",,,,1CR001,,
911,"SEK MEN KEB DATO' SHAHBANDAR HUSSAIN RAUB PAHANG",,,,1CR002,,
912,"SEK MEN DATO SHAHBANDAR HUSSAIN RAUB PAHANG",,,,2CR002,,
913,"SEK MEN PEREMPUAN METHODIST RAUB PAHANG",,,,1CR003,,
914,"SEK MEN KEB CHUNG CHING RAUB PAHANG",,,,1CR004,,
915,"SEK MEN KEB SUNGAI RUAN RAUB PAHANG",,,,1CR005,,
916,"SEK MEN KEB TENGKU KUDIN RAUB PAHANG",,,,1CR006,,
917,"SEKOLAH MENENGAH KEBANGSAAN DONG RAUB PAHANG",,,,1CR007,,
918,"SEKOLAH MENENGAH SAINS TENGKU ABDULLAH RAUB PAHANG",,,,1CR008,,
919,"SEKOLAH MENENGAH SAINS TENGKU ABDULLAH RAUB PAHANG",,,,2CR008,,
920,"SEK MEN AGAMA AL FALAH BATU TALAM RAUB PAHANG",,,,1CR009,,
921,"SEK MEN AGAMA AL ULUM ADDINIAH DONG RAUB PAHANG",,,,1CR010,,
922,"SEK MEN KEB TENGKU KUDIN RAUB PAHANG",,,,1CR011,,
923,"SEKOLAH MENENGAH KEBANGSAAN LKTP TERSANG RAUB",,,,1CR012,,
924,"SEKOLAH MENENGAH MAHMUD RAUB PAHANG",,,,1CR013,,
925,"MAKTAB SULTAN ISMAIL KOTA BHARU KELANTAN",,,,1DA001,,
926,"MAKTAB SULTAN ISMAIL KOTA BHARU (CALON PERSENDIRIAN)",,,,2DA001,,
927,"SEKOLAH MENENGAH SULTAN ISMAIL KOTA BHARU KELANTAN",,,,1DA004,,
928,"SEKOLAH MENENGAH SULTAN ISMAIL KOTA BHARU KELANTAN",,,,1DA005,,
929,"SMK SULTAN ISMAIL B KOTA BHARU KELANTAN",,,,2DA005,,
930,"SEKOLAH MENENGAH ZAINAB 1 KOTA BHARU KELANTAN",,,,1DA008,,
931,"SEK MEN ZAINAB 1 K BHARU KELANTAN",,,,1DA009,,
932,"SEK MEN ZAINAB 1 K BHARU KELANTAN",,,,1DA010,,
933,"SM ISMAIL PETRA K BHARU KELANTAN",,,,1DA013,,
934,"SM ISMAIL PETRA B K BHARU KEELANTAN",,,,1DA014,,
935,"SMK ISMAIL PETRA B KOTA BHARU KELANTAN",,,,2DA014,,
936,"SEKOLAH MENENGAH PUTERA KOTA BHARU KELANTAN",,,,1DA016,,
937,"SEK MEN KEB PUTERA K BHARU (CALON PERSENDIRIAN)",,,,2DA016,,
938,"SEKOLAH MENENGAH PUTERA KOTA BHARU KELANTAN",,,,1DA017,,
939,"SEK MEN KEB PUTERI K BHARU KELANTAN",,,,1DA019,,
940,"SEK MEN KOTA BHARU KELANTAN",,,,1DA023,,
941,"SEK MEN KOTA BHARU KELANTAN",,,,1DA024,,
942,"SM CHUNG CHENG K BHARU KELANTAN",,,,1DA027,,
943,"SM CHUNG CHENG K BHARU KELANTAN",,,,1DA028,,
944,"SMJK CHUNG HWA K BHARU KELANTAN",,,,1DA030,,
945,"SMJK CHUNG HWA KOTA BHARU KELANTAN",,,,1DA031,,
946,"SEK MEN KEDAI BULOH K BHARU KELANTAN",,,,1DA033,,
947,"SEK MEN KEDAI BULOH K BHARU KELANTAN",,,,1DA034,,
948,"SEK MEN KEDAI BULOH K BHARU KELANTAN",,,,1DA035,,
949,"SM KOTA K BHARU KELANTAN",,,,1DA038,,
950,"SMK KOTA A KOTA BHARU KELANTAN",,,,2DA038,,
951,"SM KOTA K BHARU KELANTAN",,,,1DA039,,
952,"SEK MEN KEB SALOR K BHARU KELANTAN",,,,1DA042,,
